Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Necroptosis,0.172852622659716,1.2263920932171306,0.1717171717171717,0.2475598286693932,162,121,CHMP2B;TYK2;STAT6;PARP1;HSP90AA1;GLUL;SLC25A4;BIRC3;HSP90AB1;VDAC1;HIST1H2AG;FAF1;BID;TNFAIP3;MAPK9;TNFRSF10A;HIST1H2AC;FAS;IL33;FADD;PYGL;CASP1;MAPK8;IFNA1;PLA2G4A;IFNA2;RBCK1;H2AFV;GLUD1;BAX;JAK1;IFNA21;ALOX15;STAT3;BCL2;PARP2;JMJD7-PLA2G4B;TLR4;AIFM1;CFLAR;SQSTM1;NLRP3;IFNGR1;TNFRSF1A;BIRC2;IFNA7;SLC25A5;IFNAR1;EIF2AK2;SPATA2L;CASP8;TICAM1;CYLD;SLC25A6;PPID;SHARPIN;CAMK2A;SMPD1;PYGB;IFNGR2;IFNA16;CYBB;STAT2;PARP4;DNM1L;TRPM7;FASLG;TICAM2;IFNA10;STAT5A;GLUD2;JAK3;STAT4;CAMK2G;MLKL;TRAF2;IFNB1;PYCARD;IFNA8;ZBP1;PPIA;STAT1;RIPK1;IFNAR2;PYGM;IFNG;IRF9;TRADD;XIAP;VDAC2;CHMP2A;CHMP1A;IFNA14;JAK2;TNF;HIST1H2AH;TLR3;RIPK3;IFNA5;HMGB1;CHMP6;TNFSF10;IFNA17;VPS4A;FTL;CAMK2D;CHMP4A;HIST1H2AL;IFNA4;IL1B;CAPN1;TNFRSF10B;TRAF5;STAT5B;H2AFX;FTH1;H2AFY2;RNF31;CAMK2B;H2AFY;MAPK10,CHMP2B;TYK2;STAT6;PARP1;HSP90AA1;GLUL;SLC25A4;BIRC3;HSP90AB1;VDAC1;HIST1H2AG;FAF1;BID;TNFAIP3;MAPK9;TNFRSF10A;HIST1H2AC;FAS;IL33;FADD;PYGL;CASP1;MAPK8;IFNA1;PLA2G4A;IFNA2;RBCK1;H2AFV;GLUD1;BAX;JAK1;IFNA21;ALOX15;STAT3;BCL2;PARP2;JMJD7-PLA2G4B;TLR4;AIFM1;CFLAR;SQSTM1;NLRP3;IFNGR1;TNFRSF1A;BIRC2;IFNA7;SLC25A5;IFNAR1;EIF2AK2;SPATA2L;CASP8;TICAM1;CYLD;SLC25A6;PPID;SHARPIN;CAMK2A;SMPD1;PYGB;IFNGR2;IFNA16;CYBB;STAT2;PARP4;DNM1L;TRPM7;FASLG;TICAM2;IFNA10
Glycerophospholipid metabolism,0.21091114906151576,1.2158741298136575,0.1978021978021978,0.2584318707624002,97,49,LPIN2;DGKA;PLA2G2D;PLD2;CHKB;LPGAT1;ETNK2;CHAT;PLD4;DGKG;ACHE;DGKZ;PLA2G15;PLA2G4A;MBOAT7;DGKD;DGKH;JMJD7-PLA2G4B;SELENOI;PLA2G12B;PLA2G12A;TAZ;PLA2G2E;PLA2G2A;GPAT3;CEPT1;DGKB;CDIPT;LPCAT1;DGKE;PLA2G6;CHKA;PLA2G1B;GPD1;PLPP3;PHOSPHO1;PCYT1B;DGKK;AGPAT1;ETNK1;PEMT;PLA2G2C;PISD;DGKI;DGKQ;LYPLA1;PLD1;AGPAT2;PTDSS1,LPIN2;DGKA;PLA2G2D;PLD2;CHKB;LPGAT1;ETNK2;CHAT;PLD4;DGKG;ACHE;DGKZ;PLA2G15;PLA2G4A;MBOAT7;DGKD;DGKH;JMJD7-PLA2G4B;SELENOI;PLA2G12B;PLA2G12A;TAZ;PLA2G2E;PLA2G2A;GPAT3;CEPT1;DGKB;CDIPT;LPCAT1;DGKE;PLA2G6;CHKA;PLA2G1B;GPD1;PLPP3;PHOSPHO1;PCYT1B;DGKK;AGPAT1;ETNK1;PEMT;PLA2G2C;PISD;DGKI
Mineral absorption,0.24141389302374994,1.212011983909527,0.18181818181818182,0.2606318054499249,51,30,ATP1A3;ATP7A;HMOX2;SLC11A2;TRPM6;VDR;TRPV6;SLC5A1;ATP1A4;ATP1A1;ATP1B2;ATOX1;SLC26A9;ATP1B3;HMOX1;SLC26A6;TRPM7;SLC26A3;ATP1B1;SLC8A1;ATP1B4;CLCN2;ATP2B1;FTL;FXYD2;FTH1;MT1M;TF;MT1F;SLC46A1,ATP1A3;ATP7A;HMOX2;SLC11A2;TRPM6;VDR;TRPV6;SLC5A1;ATP1A4;ATP1A1;ATP1B2;ATOX1;SLC26A9;ATP1B3
Hypertrophic cardiomyopathy (HCM),0.197805185051069,1.2129528246767285,0.1875,0.26101473814239773,85,61,ITGA6;ITGB1;TGFB1;ITGB4;ITGAV;TTN;ITGB5;TPM3;DAG1;ITGB8;PRKAG3;ITGA1;TGFB2;PRKAB2;CACNA1S;ACTB;CACNA1F;TNNI3;PRKAA2;LMNA;ATP2A2;ITGA3;CACNA2D2;CACNG3;CACNA1C;ACE;ITGA2B;IL6;ITGA2;IGF1;TGFB3;PRKAB1;CACNB3;PRKAG1;ITGB7;TPM2;PRKAG2;RYR2;ITGA4;CACNG1;SLC8A1;ITGA8;TNNC1;DMD;CACNG2;CACNB2;PRKAA1;MYBPC3;EDN1;TNF;CACNA1D;EMD;TPM1;TPM4;AGT;SGCB;ITGB3;CACNB4;ITGA11;CACNB1;ACTG1,ITGA6;ITGB1;TGFB1;ITGB4;ITGAV;TTN;ITGB5;TPM3;DAG1;ITGB8;PRKAG3;ITGA1;TGFB2;PRKAB2;CACNA1S;ACTB;CACNA1F;TNNI3;PRKAA2;LMNA;ATP2A2;ITGA3;CACNA2D2;CACNG3;CACNA1C;ACE;ITGA2B;IL6;ITGA2;IGF1;TGFB3
Insulin resistance,0.17296917987339033,1.2025376727786241,0.21212121212121213,0.2715823182151505,108,92,AKT1;PTPN1;PDPK1;SLC2A2;PRKCE;RPS6KB2;TBC1D4;PRKCD;PRKCB;PRKAG3;NFKB1;CREB3;MAPK9;PPP1CA;RPS6KA1;CREB3L2;MTOR;PRKAB2;PYGL;MAPK8;PIK3CA;RPS6KA3;GYS1;CREB1;PRKAA2;RPS6KB1;RELA;INS;PTPRF;NFKBIA;ACACB;STAT3;GSK3B;PIK3CD;G6PC3;CPT1A;TNFRSF1A;IL6;PTEN;PPARGC1A;PYGB;PIK3R3;SLC27A2;PRKAB1;IRS1;PRKAG1;SLC2A4;SLC2A1;CREB3L4;SOCS3;PCK2;PIK3R2;PCK1;PRKAG2;TRIB3;G6PC;PPARGC1B;SLC27A3;FOXO1;PIK3R1;PIK3CB;NR1H3;GFPT2;PPARA;PYGM;AKT3;CD36;PRKCQ;CPT1B;RPS6KA6;PRKAA1;G6PC2;TNF;PRKCZ;PPP1CC;CREB3L1;GFPT1;NR1H2;AGT;PTPA;SREBF1;IKBKB;AKT2;MLXIP;OGT;IRS2;INSR;PTPN11;RPS6KA2;CREB5;NOS3;MAPK10,AKT1;PTPN1;PDPK1;SLC2A2;PRKCE;RPS6KB2;TBC1D4;PRKCD;PRKCB;PRKAG3;NFKB1;CREB3;MAPK9;PPP1CA;RPS6KA1;CREB3L2;MTOR;PRKAB2;PYGL;MAPK8;PIK3CA;RPS6KA3;GYS1;CREB1;PRKAA2;RPS6KB1;RELA;INS;PTPRF;NFKBIA;ACACB;STAT3;GSK3B;PIK3CD;G6PC3;CPT1A;TNFRSF1A;IL6;PTEN;PPARGC1A;PYGB;PIK3R3;SLC27A2;PRKAB1;IRS1;PRKAG1;SLC2A4;SLC2A1;CREB3L4;SOCS3;PCK2;PIK3R2;PCK1;PRKAG2
ABC transporters,0.23470426462032173,1.1995318750410395,0.21348314606741572,0.273830811283449,45,30,ABCC9;ABCB9;CFTR;ABCG2;ABCC8;ABCA7;ABCA3;ABCB11;ABCD3;TAP2;ABCB4;ABCC3;ABCA9;ABCA6;ABCC1;ABCC2;ABCA8;ABCC4;ABCB6;ABCB7;ABCG5;ABCC10;ABCA1;ABCD2;ABCB1;ABCB5;ABCC5;ABCA5;TAP1;ABCG8,ABCC9;ABCB9;CFTR;ABCG2;ABCC8;ABCA7;ABCA3;ABCB11;ABCD3;TAP2;ABCB4;ABCC3;ABCA9;ABCA6;ABCC1;ABCC2;ABCA8
PPAR signaling pathway,0.19398303853877943,1.180864914697657,0.26804123711340205,0.29965445135657903,74,48,ACADM;PDPK1;APOA1;APOA5;RXRA;ACAA1;PPARG;RXRG;ACSL6;GK;ANGPTL4;OLR1;FADS2;ACSL4;FABP2;ILK;ME1;FABP5;CYP4A11;ACSL1;CPT1A;LPL;SLC27A2;PPARD;PCK2;PCK1;ACOX1;PLTP;NR1H3;EHHADH;PPARA;DBI;CD36;CPT1B;RXRB;SCD;SCP2;FABP4;FABP6;ACSL3;UBC;FABP1;APOC3;APOA2;CPT2;MMP1;GK2;HMGCS2,ACADM;PDPK1;APOA1;APOA5;RXRA;ACAA1;PPARG;RXRG;ACSL6;GK;ANGPTL4;OLR1;FADS2;ACSL4;FABP2;ILK;ME1;FABP5;CYP4A11;ACSL1
Cholesterol metabolism,0.21589288223871506,1.1778895556850741,0.25263157894736843,0.30058488620880797,50,38,ANGPTL3;SORT1;APOA1;LPA;LIPA;SCARB1;VDAC1;ANGPTL4;LRP1;ABCB11;SOAT2;NPC1;TSPO;STARD3;APOB;APOC1;LIPC;APOE;APOC2;LPL;CETP;APOH;SOAT1;PLTP;ABCG5;LDLR;ABCA1;VAPB;PCSK9;CD36;VDAC2;LRP2;LRPAP1;APOC3;APOA2;MYLIP;VAPA;ABCG8,ANGPTL3;SORT1;APOA1;LPA;LIPA;SCARB1;VDAC1;ANGPTL4;LRP1;ABCB11;SOAT2;NPC1;TSPO;STARD3;APOB;APOC1;LIPC;APOE;APOC2;LPL;CETP;APOH;SOAT1
Amphetamine addiction,0.20132301564592536,1.1788340666567367,0.2765957446808511,0.3006190170145114,68,61,PPP3CA;CALM2;SIRT1;CALM1;GRIN2A;ATF2;GRIN2B;PPP3R1;PRKCB;CREB3;PRKACG;PPP1CA;CREB3L2;CAMK4;SLC18A1;PRKACB;PRKCG;CREB1;GRIN2C;ADCY5;ARC;JUN;CACNA1C;GRIN1;GNAS;PPP1R1B;SLC18A2;CAMK2A;TH;DRD1;GRIA2;DDC;GRIA1;CREB3L4;SLC6A3;PRKACA;GRIN2D;FOS;CAMK2G;PRKCA;PPP3CC;ATF4;CALM3;PPP3R2;PPP3CB;MAOA;HDAC1;GRIN3A;PPP1CC;CREB3L1;MAOB;CACNA1D;ATF6B;CALML6;GRIN3B;CAMK2D;GRIA4;FOSB;STX1A;CREB5;CAMK2B,PPP3CA;CALM2;SIRT1;CALM1;GRIN2A;ATF2;GRIN2B;PPP3R1;PRKCB;CREB3;PRKACG;PPP1CA;CREB3L2;CAMK4;SLC18A1;PRKACB;PRKCG;CREB1;GRIN2C;ADCY5;ARC;JUN;CACNA1C;GRIN1;GNAS;PPP1R1B;SLC18A2;CAMK2A;TH;DRD1;GRIA2;DDC;GRIA1;CREB3L4;SLC6A3;PRKACA;GRIN2D;FOS;CAMK2G;PRKCA;PPP3CC;ATF4;CALM3;PPP3R2;PPP3CB;MAOA;HDAC1;GRIN3A;PPP1CC;CREB3L1;MAOB;CACNA1D;ATF6B;CALML6
Type II diabetes mellitus,0.19546289793260332,1.1656745238570743,0.28865979381443296,0.3145836610391519,46,41,MAPK1;SLC2A2;PRKCE;SOCS1;ABCC8;PRKCD;PKM;MAPK9;MTOR;MAPK8;PIK3CA;INS;GCK;PDX1;CACNA1C;SOCS2;PIK3CD;MAPK3;SOCS4;PIK3R3;IRS1;SLC2A4;SOCS3;PIK3R2;HK1;HKDC1;PIK3R1;PIK3CB;HK3;CACNA1G;TNF;PKLR;PRKCZ;CACNA1D;CACNA1A;KCNJ11;IKBKB;IRS2;INSR;HK2;MAPK10,MAPK1;SLC2A2;PRKCE;SOCS1;ABCC8;PRKCD;PKM;MAPK9;MTOR;MAPK8;PIK3CA;INS;GCK;PDX1;CACNA1C;SOCS2;PIK3CD;MAPK3;SOCS4
Ribosome biogenesis in eukaryotes,0.20446579245026153,1.161999058320847,0.2826086956521739,0.3179916618746406,101,32,CSNK2A2;GTPBP4;REXO2;NOP10;NVL;SNU13;CSNK2A1;IMP3;NHP2;RIOK2;EFL1;MDN1;CSNK2B;WDR36;DKC1;RPP40;XPO1;UTP14A;NAT10;IMP4;RIOK1;POP4;NXF1;UTP18;EIF6;SBDS;TBL3;XRN1;RAN;HEATR1;RPP38;DROSHA,CSNK2A2;GTPBP4;REXO2;NOP10;NVL;SNU13;CSNK2A1;IMP3
beta-Alanine metabolism,0.22648291737304133,1.1522788560700898,0.3,0.33020714331352635,31,27,ACADM;HADHA;ALDH1A3;ABAT;SMS;ALDH7A1;ALDH3A2;DPYD;ALDH2;ALDH9A1;ALDH3B1;AOC3;SMOX;UPB1;ALDH3A1;ECHS1;CNDP2;ALDH1B1;ALDH3B2;EHHADH;HIBCH;ALDH6A1;MLYCD;SRM;GADL1;GAD1;GAD2,ACADM;HADHA;ALDH1A3;ABAT;SMS;ALDH7A1;ALDH3A2;DPYD;ALDH2;ALDH9A1;ALDH3B1;AOC3;SMOX;UPB1;ALDH3A1;ECHS1;CNDP2;ALDH1B1;ALDH3B2;EHHADH;HIBCH;ALDH6A1
Butanoate metabolism,0.2685654419043427,1.1483610553412367,0.2926829268292683,0.334442030054909,28,19,HADHA;HADH;ACSM2A;HMGCS1;ABAT;ACAT1;ALDH5A1;OXCT1;ACSM2B;ACAT2;HMGCL;ECHS1;EHHADH;BDH1;ACADS;GAD1;ACSM5;GAD2;HMGCS2,HADHA;HADH;ACSM2A;HMGCS1;ABAT;ACAT1;ALDH5A1;OXCT1
Porphyrin and chlorophyll metabolism,0.2564682790307752,1.1407454107672037,0.27058823529411763,0.343803340316603,42,20,ALAS1;UGT2B28;HMOX2;UROD;UGT1A9;CPOX;HMOX1;BLVRA;ALAS2;FXN;GUSB;CP;PPOX;UGT1A6;UGT1A3;BLVRB;UGT1A1;FECH;ALAD;EPRS,ALAS1;UGT2B28;HMOX2;UROD;UGT1A9;CPOX;HMOX1;BLVRA;ALAS2;FXN;GUSB;CP;PPOX;UGT1A6;UGT1A3;BLVRB;UGT1A1;FECH
Glycerolipid metabolism,0.20533812161124496,1.1339694516079317,0.28888888888888886,0.3502824773261503,61,38,LPIN2;DGKA;LIPF;AKR1B10;AKR1A1;DGKG;DGKZ;GK;MGLL;ALDH7A1;ALDH3A2;DGKD;DGKH;ALDH2;ALDH9A1;AKR1B1;LIPC;AGK;LPL;TKFC;GPAT3;GLA;DGKB;DGKE;DGAT2;ALDH1B1;PLPP3;DGKK;AGPAT1;PNLIP;GLYCTK;DGKI;PNPLA3;DGKQ;CEL;DGAT1;AGPAT2;GK2,LPIN2;DGKA;LIPF;AKR1B10;AKR1A1;DGKG;DGKZ;GK;MGLL;ALDH7A1;ALDH3A2;DGKD;DGKH;ALDH2;ALDH9A1;AKR1B1
Ferroptosis,0.22255926852165708,1.131750263819956,0.3181818181818182,0.3525918374009055,40,30,TP53;SLC39A8;SLC7A11;SLC11A2;ACSL6;GSS;GPX4;ACSL4;SAT2;ALOX15;ACSL1;ATG5;TFRC;GCLC;HMOX1;ATG7;CYBB;CP;NCOA4;SAT1;VDAC2;GCLM;ACSL3;SLC39A14;PRNP;MAP1LC3A;FTL;FTH1;TF;SLC3A2,TP53;SLC39A8;SLC7A11;SLC11A2;ACSL6;GSS;GPX4;ACSL4;SAT2;ALOX15;ACSL1;ATG5;TFRC;GCLC;HMOX1;ATG7;CYBB
Cortisol synthesis and secretion,0.18971868952585624,1.1256902274414071,0.3263157894736842,0.3581473155941241,65,55,ITPR1;ATF2;SCARB1;CREB3;POMC;PRKACG;ADCY1;CREB3L2;CACNA1S;NR4A1;PRKACB;PLCB3;CACNA1F;CREB1;ADCY5;ADCY9;CACNA1C;ORAI1;GNAS;HSD3B2;ADCY7;CYP21A2;NR0B1;CACNA1I;PBX1;CYP11B1;KCNK3;CREB3L4;PLCB1;PRKACA;ADCY2;CYP11A1;CACNA1H;KCNK2;AGTR1;ATF4;LDLR;CYP17A1;ADCY3;KCNA4;ITPR2;HSD3B1;CACNA1G;ITPR3;CREB3L1;CACNA1D;ATF6B;AGT;PDE8A;GNA11;GNAQ;CREB5;NR5A1;PLCB4;ADCY6,ITPR1;ATF2;SCARB1;CREB3;POMC;PRKACG;ADCY1;CREB3L2;CACNA1S;NR4A1;PRKACB;PLCB3;CACNA1F;CREB1;ADCY5;ADCY9;CACNA1C;ORAI1;GNAS;HSD3B2;ADCY7;CYP21A2;NR0B1;CACNA1I;PBX1;CYP11B1;KCNK3;CREB3L4;PLCB1;PRKACA;ADCY2;CYP11A1;CACNA1H;KCNK2;AGTR1;ATF4;LDLR;CYP17A1;ADCY3;KCNA4;ITPR2;HSD3B1;CACNA1G;ITPR3;CREB3L1;CACNA1D;ATF6B
mRNA surveillance pathway,0.18691353533437957,1.1264215796202077,0.37362637362637363,0.358293872040403,91,39,SMG7;SRRM1;DDX39B;PPP1CA;PPP2R3A;MSI2;PPP2R2D;PPP2R5E;CLP1;NCBP2;PPP2R5B;GSPT1;RNPS1;SMG1;PPP2R2C;PPP2CA;PPP2R2A;RNGTT;PPP2R1A;PAPOLA;PPP2R5C;CPSF4;PNN;MSI1;PPP2R5A;PPP2R3C;PABPC1;NXF1;PELO;PABPN1;PPP1CC;NCBP1;PPP2CB;RNMT;SAP18;CASC3;GSPT2;RBM8A;CPSF1,SMG7;SRRM1;DDX39B;PPP1CA;PPP2R3A;MSI2;PPP2R2D;PPP2R5E;CLP1;NCBP2;PPP2R5B;GSPT1;RNPS1;SMG1;PPP2R2C;PPP2CA;PPP2R2A;RNGTT;PPP2R1A;PAPOLA;PPP2R5C;CPSF4;PNN;MSI1;PPP2R5A;PPP2R3C;PABPC1;NXF1;PELO;PABPN1;PPP1CC;NCBP1;PPP2CB
Maturity onset diabetes of the young,0.26249059330676394,1.0977861419209314,0.35714285714285715,0.39679760464793484,26,17,HES1;SLC2A2;HNF4A;INS;FOXA3;HNF1B;GCK;PDX1;HHEX;NR5A2;PKLR;RFX6;PAX6;FOXA2;NEUROD1;HNF1A;HNF4G,HES1;SLC2A2;HNF4A;INS;FOXA3;HNF1B;GCK;PDX1
Glycosphingolipid biosynthesis,-0.19656160458452224,-1.0152552312180052,0.5217391304347826,0.41914191419141916,45,16,B4GALT3;GBGT1;FUT1;B4GALNT1;B3GNT5;ST3GAL5;GLA;FUT2;HEXA;B4GALT4;A4GALT;B4GALT1;NAGA;FUT4;FUT3;HEXB,B4GALT3;GBGT1;FUT1;B4GALNT1;B3GNT5;ST3GAL5;GLA;FUT2;HEXA;B4GALT4;A4GALT;B4GALT1;NAGA;FUT4;FUT3;HEXB
Protein processing in endoplasmic reticulum,0.16524394019871944,1.0765017417385718,0.32989690721649484,0.4269411407572306,165,82,SAR1A;HSP90AA1;DNAJC5B;EIF2S1;EIF2AK4;BAG2;HSP90B1;HSP90AB1;ATF6;RAD23B;CANX;SEC24B;MAPK9;HSPA2;MAPK8;HSPA1A;CALR;EIF2AK3;MAP3K5;XBP1;HSPA1B;DDIT3;DNAJB12;BAX;RNF5;DERL1;EDEM2;NFE2L2;BCL2;PDIA4;ERO1B;NSFL1C;EIF2AK2;BAG1;DNAJB1;SKP1;DNAJC5G;RPN1;PPP1R15A;MAN1B1;SAR1B;HSPA8;BAK1;HERPUD1;MAN1A1;MAP2K7;UBE2D3;PRKN;TRAF2;STUB1;ATF4;P4HB;CRYAA;ERN1;EIF2AK1;DNAJC1;ATXN3;MBTPS1;BCAP31;PREB;ATF6B;WFS1;UBQLN2;EDEM1;DNAJB2;HSPA5;LMAN1;UBQLN4;DDOST;VCP;CAPN1;SEC24D;GANAB;UBE2J1;SEC24C;HYOU1;SEC61A2;RBX1;UBE2D1;RPN2;CUL1;MAPK10,SAR1A;HSP90AA1;DNAJC5B;EIF2S1;EIF2AK4;BAG2;HSP90B1;HSP90AB1;ATF6;RAD23B;CANX;SEC24B;MAPK9;HSPA2;MAPK8;HSPA1A;CALR;EIF2AK3;MAP3K5;XBP1;HSPA1B;DDIT3;DNAJB12;BAX;RNF5;DERL1;EDEM2;NFE2L2;BCL2;PDIA4;ERO1B;NSFL1C;EIF2AK2;BAG1;DNAJB1;SKP1;DNAJC5G;RPN1;PPP1R15A;MAN1B1;SAR1B;HSPA8;BAK1;HERPUD1;MAN1A1;MAP2K7;UBE2D3;PRKN;TRAF2;STUB1;ATF4;P4HB;CRYAA;ERN1;EIF2AK1;DNAJC1
DNA replication,0.2199467681616813,1.0683487716860398,0.3695652173913043,0.43728196281387777,36,28,POLE2;RNASEH2C;POLA1;FEN1;POLD4;POLA2;MCM4;MCM2;RNASEH2A;MCM6;POLE;RFC5;RPA2;LIG1;MCM3;RFC2;MCM7;POLE3;RFC1;RNASEH2B;RPA3;RPA4;RPA1;PCNA;MCM5;DNA2;POLD1;POLE4,POLE2;RNASEH2C;POLA1;FEN1;POLD4;POLA2;MCM4;MCM2;RNASEH2A
Arginine biosynthesis,0.2657805477276457,1.0576351994129656,0.36363636363636365,0.45261179694860093,21,16,CPS1;GLUL;ASL;ARG1;ARG2;GLUD1;ACY1;GPT;OTC;GOT1;GLUD2;ASS1;NOS2;GLS;GOT2;NOS3,CPS1;GLUL;ASL;ARG1;ARG2;GLUD1;ACY1;GPT;OTC;GOT1
Vibrio cholerae infection,0.20319221830603618,1.0415839698643137,0.4659090909090909,0.4751288973791678,50,30,CFTR;ATP6V1C1;TCIRG1;PRKACG;ARF1;KDELR2;ACTB;PRKACB;ATP6V0B;ADCY9;PDIA4;KCNQ1;GNAS;KDELR3;PLCG2;PLCG1;PRKACA;PRKCA;ATP6V1A;ATP6V1D;ADCY3;ATP6V1F;SLC12A2;ATP6AP1;ATP6V0A1;ATP6V0C;SEC61A2;TJP1;ACTG1;TJP2,CFTR;ATP6V1C1;TCIRG1;PRKACG;ARF1;KDELR2;ACTB;PRKACB;ATP6V0B;ADCY9;PDIA4;KCNQ1;GNAS;KDELR3;PLCG2;PLCG1;PRKACA;PRKCA;ATP6V1A;ATP6V1D
Basal transcription factors,0.21966063006468572,1.032637577243299,0.4606741573033708,0.48721099230121584,45,26,CCNH;GTF2A2;TAF6L;GTF2E2;GTF2B;TAF5L;CDK7;TAF13;TAF1;GTF2H2;TAF9;TBPL1;TAF1L;GTF2H1;TBP;ERCC3;TAF15;GTF2H3;GTF2I;GTF2A1;TAF8;TAF12;ERCC2;MNAT1;GTF2F2;GTF2F1,CCNH;GTF2A2;TAF6L;GTF2E2;GTF2B;TAF5L
Morphine addiction,0.15248211007400858,1.0294458680682455,0.42,0.49066062307614244,91,77,GNG4;GNB4;GRK3;GNG5;PRKCB;GNAI3;GABRR1;PRKACG;ADCY1;GNG7;GABRG3;PDE3A;PDE4C;PRKACB;GABRA1;PRKCG;GNB5;ADCY5;GNG12;PDE4D;GABRA4;ADCY9;PDE1A;GNG11;PDE4A;GNAS;ADCY7;GRK4;GABRQ;DRD1;GRK6;GABRR2;GNAI2;PDE10A;GABRA3;GABRD;GNAI1;PRKACA;GABRA5;SLC32A1;ADORA1;GNB2;GABRG1;PDE7A;ADCY2;PRKCA;PDE7B;GABRB1;PDE1C;GNGT2;PDE3B;GABRB2;PDE11A;ADCY3;KCNJ6;PDE4B;GABRA2;GABRR3;OPRM1;PDE2A;GABBR2;KCNJ5;CACNA1A;PDE1B;ARRB1;GNB1;GRK2;PDE8A;GABBR1;GABRE;GABRG2;GABRA6;GRK5;GABRP;GNG8;ADCY6;GABRB3,GNG4;GNB4;GRK3;GNG5;PRKCB;GNAI3;GABRR1;PRKACG;ADCY1;GNG7;GABRG3;PDE3A;PDE4C;PRKACB;GABRA1;PRKCG;GNB5;ADCY5;GNG12;PDE4D;GABRA4;ADCY9;PDE1A;GNG11;PDE4A;GNAS;ADCY7;GRK4;GABRQ;DRD1;GRK6;GABRR2;GNAI2;PDE10A;GABRA3;GABRD;GNAI1;PRKACA;GABRA5;SLC32A1;ADORA1;GNB2;GABRG1;PDE7A;ADCY2;PRKCA;PDE7B;GABRB1;PDE1C;GNGT2;PDE3B;GABRB2;PDE11A;ADCY3
Phototransduction,0.23947143799369575,1.0030040170842984,0.36363636363636365,0.5319158560322986,28,15,CALM2;CALM1;GUCY2D;GUCY2F;GRK7;GNAT2;PDE6G;PDE6A;PDE6B;CALM3;RHO;CALML6;GNB1;RGS9;GRK1,CALM2;CALM1;GUCY2D;GUCY2F;GRK7;GNAT2
Amino sugar and nucleotide sugar metabolism,0.1777283620813303,0.9882349338748284,0.4888888888888889,0.5551226758673568,48,36,GNPDA1;CHIT1;CYB5R2;TSTA3;PMM1;GMPPB;PGM3;GALE;RENBP;GMDS;CYB5R1;GCK;GPI;GALK1;NAGK;UGP2;CHIA;HK1;AMDHD2;CYB5R3;PGM1;HKDC1;CMAS;GFPT2;HEXA;HK3;GFPT1;GALT;FUK;UAP1;HEXB;HK2;PMM2;GNE;UGDH;MPI,GNPDA1;CHIT1;CYB5R2;TSTA3;PMM1;GMPPB;PGM3;GALE;RENBP;GMDS;CYB5R1;GCK;GPI;GALK1;NAGK;UGP2;CHIA;HK1;AMDHD2;CYB5R3;PGM1;HKDC1;CMAS;GFPT2;HEXA
Renin-angiotensin system,0.23443419846812377,0.9865613812149188,0.5063291139240507,0.5552511459106321,23,17,ANPEP;NLN;MME;ACE2;REN;PREP;ACE;MRGPRD;ENPEP;AGTR2;LNPEP;AGTR1;CTSG;CTSA;AGT;MAS1;PRCP,ANPEP;NLN;MME;ACE2;REN;PREP;ACE;MRGPRD;ENPEP;AGTR2;LNPEP
Pantothenate and CoA biosynthesis,0.23106017191977798,0.9796343465907142,0.5316455696202531,0.5647199159771694,19,16,COASY;PANK2;BCAT2;DPYD;VNN2;UPB1;VNN1;BCAT1;PPCDC;ENPP1;PANK4;VNN3;PANK1;GADL1;PANK3;ENPP3,COASY;PANK2;BCAT2;DPYD;VNN2;UPB1;VNN1;BCAT1;PPCDC;ENPP1;PANK4;VNN3;PANK1;GADL1;PANK3;ENPP3
Carbohydrate digestion and absorption,0.1913265811191642,0.9769496358938481,0.4888888888888889,0.56665980401205,44,37,AKT1;ATP1A3;SLC2A2;PRKCB;SLC2A5;SLC5A1;PIK3CA;ATP1A4;ATP1A1;SI;MGAM;ATP1B2;PIK3CD;ATP1B3;G6PC3;TAS1R2;SLC37A4;PIK3R3;PIK3R2;HK1;ATP1B1;G6PC;HKDC1;AMY2B;ATP1B4;PIK3R1;PIK3CB;AKT3;HK3;G6PC2;AMY2A;CACNA1D;LCT;AKT2;FXYD2;HK2;AMY1A,AKT1;ATP1A3;SLC2A2;PRKCB;SLC2A5;SLC5A1;PIK3CA;ATP1A4;ATP1A1;SI;MGAM;ATP1B2;PIK3CD;ATP1B3;G6PC3;TAS1R2;SLC37A4;PIK3R3;PIK3R2;HK1;ATP1B1;G6PC;HKDC1;AMY2B;ATP1B4;PIK3R1;PIK3CB
